Code,Category,Honda likely summary,Recommended Shop
P1666,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1667,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1668,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1669,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1670,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1671,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1672,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1673,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1674,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1675,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1676,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1677,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1678,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1679,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1680,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1681,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1682,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1683,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1684,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1685,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1686,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1687,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1688,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1689,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1690,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1691,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1692,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1693,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1694,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1695,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1696,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1697,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1698,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1699,ECU / electrical diagnostics,"Likely ecu / electrical diagnostics fault involving PCM / ECM inputs, immobilizer, charging voltage, throttle electronics, or internal module logic.",CMD Automotive
P1700,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1701,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1702,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1703,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1704,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1705,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1706,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1707,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1708,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1709,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1710,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1711,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1712,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1713,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1714,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1715,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1716,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1717,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1718,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1719,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1720,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1721,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1722,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1723,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1724,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1725,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1726,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1727,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1728,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1729,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1730,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1731,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1732,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1733,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1734,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1735,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1736,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1737,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1738,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1739,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1740,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1741,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1742,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1743,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1744,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1745,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1746,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1747,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1748,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1749,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1750,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1751,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1752,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1753,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1754,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1755,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1756,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1757,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1758,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1759,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1760,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1761,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1762,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1763,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1764,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1765,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1766,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1767,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1768,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1769,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1770,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1771,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1772,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1773,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1774,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1775,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1776,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1777,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1778,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1779,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1780,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1781,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1782,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1783,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1784,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1785,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1786,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1787,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1788,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1789,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1790,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1791,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1792,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1793,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1794,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1795,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1796,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1797,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1798,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1799,Transmission system,"Likely transmission system fault involving transmission shift logic, hydraulic performance, range selection, or clutch operation.",AAMCO Transmission & Total Car Care
P1800,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1801,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1802,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1803,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1804,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1805,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1806,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1807,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1808,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1809,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1810,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1811,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1812,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1813,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1814,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1815,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1816,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1817,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1818,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1819,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1820,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1821,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1822,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1823,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1824,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1825,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1826,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1827,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1828,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1829,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1830,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1831,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1832,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1833,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1834,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1835,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1836,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1837,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1838,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1839,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1840,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1841,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1842,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1843,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1844,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1845,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1846,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1847,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1848,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1849,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1850,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1851,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1852,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1853,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1854,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1855,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1856,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1857,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1858,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1859,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1860,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1861,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1862,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1863,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
P1864,Transmission electronics,"Likely transmission electronics fault involving transmission solenoids, switches, wiring, or electronic pressure control.",AAMCO Transmission & Total Car Care
